Sample #,Relative Time[s],Flow [ml/min]
953,0.9362,-0.024
954,0.9373,0.01
955,0.9383,0.01
956,0.9394,0.01
957,0.9404,0.01
958,0.9415,0.01
959,0.9426,-0.002
960,0.9436,0.01
961,0.9447,0.01
962,0.9457,-0.012
963,0.9468,0.01
964,0.9478,0.01
965,0.9489,0.01
966,0.95,-0.012
967,0.951,-0.002
968,0.9521,-0.002
969,0.9531,0.02
970,0.9542,0.01
971,0.9553,-0.012
972,0.9561,0.01
973,0.957,-0.002
974,0.9578,-0.012
975,0.9587,0.01
976,0.9595,-0.012
977,0.9604,-0.002
978,0.9612,-0.002
979,0.9621,-0.012
980,0.9629,-0.002
981,0.9638,0.01
982,0.9647,-0.012
983,0.9655,0.02
984,0.9664,0.01
985,0.9672,0.01
986,0.9681,0.032
987,0.9689,-0.002
988,0.9698,-0.002
989,0.9706,-0.002
990,0.9715,0.02
991,0.9723,0.01
992,0.9732,-0.012
993,0.9741,0.02
994,0.9749,-0.002
995,0.9758,-0.002
996,0.9766,-0.012
997,0.9775,-0.002
998,0.9783,-0.002
999,0.9792,-0.002
1000,0.98,-0.002
1001,0.9809,-0.002
1002,0.9817,0.01
1003,0.9826,-0.014
1004,0.9834,0.01
1005,0.9843,-0.002
1006,0.9852,-0.002
1007,0.986,-0.014
1008,0.9869,-0.002
1009,0.9877,-0.002
1010,0.9886,0.01
1011,0.9894,-0.024
1012,0.9903,-0.012
1013,0.9911,-0.002
1014,0.992,-0.014
1015,0.9928,-0.012
1016,0.9937,0.02
1017,0.9946,-0.002
1018,0.9954,-0.002
1019,0.9963,-0.002
1020,0.9971,-0.012
1021,0.9983,-0.002
1022,0.9996,-0.014
1023,1.0008,-0.002
1024,1.002,-0.012
1025,1.0032,-0.002
1026,1.0045,0.01
1027,1.0057,-0.002
1028,1.0069,0.01
1029,1.0081,-0.012
1030,1.0093,0.02
1031,1.0106,-0.002
1032,1.0118,0.01
1033,1.013,-0.002
1034,1.0142,-0.002
1035,1.0155,0.02
1036,1.0167,0.02
1037,1.0179,0.01
1038,1.0191,0.01
1039,1.0203,-0.002
1040,1.0216,0.01
1041,1.0228,-0.012
1042,1.024,0.01
1043,1.0252,-0.012
1044,1.0265,0.01
1045,1.0277,0.01
1046,1.0289,-0.002
1047,1.0301,-0.002
1048,1.0313,-0.012
1049,1.0326,0.02
1050,1.0338,0.01
1051,1.035,-0.002
1052,1.0362,-0.012
1053,1.0375,-0.002
1054,1.0387,0.01
1055,1.0399,0.02
1056,1.0411,-0.002
1057,1.0423,-0.014
1058,1.0436,0.01
1059,1.0448,-0.002
1060,1.046,-0.002
1061,1.0472,-0.014
1062,1.0485,0.02
1063,1.0497,-0.002
1064,1.0509,0.01
1065,1.0521,-0.002
1066,1.0533,-0.002
1067,1.0546,-0.002
1068,1.0558,-0.002
1069,1.057,-0.014
1070,1.0582,0.02
1071,1.0595,-0.002
1072,1.0607,0.02
1073,1.0619,-0.002
1074,1.0631,-0.002
1075,1.0643,-0.002
1076,1.0656,-0.002
1077,1.0668,0.01
1078,1.068,-0.002
1079,1.0692,-0.012
1080,1.0705,-0.002
1081,1.0717,-0.002
1082,1.0729,-0.012
1083,1.0741,0.02
1084,1.0754,0.01
1085,1.0766,-0.012
1086,1.0778,0.01
1087,1.079,-0.002
1088,1.0802,0.01
1089,1.0815,0.01
1090,1.0827,0.032
1091,1.0839,-0.002
1092,1.0851,-0.014
1093,1.0864,-0.002
1094,1.0876,-0.002
1095,1.0888,-0.002
1096,1.09,-0.012
1097,1.0912,0.02
1098,1.0925,0.02
1099,1.0937,0.01
1100,1.0949,-0.002
1101,1.0961,-0.002
1102,1.0974,-0.002
1103,1.0986,-0.002
1104,1.0998,0.02
1105,1.101,-0.002
1106,1.1022,0.01
1107,1.1035,-0.002
1108,1.1047,0.01
1109,1.1059,0.01
1110,1.1071,-0.002
1111,1.1084,0.01
1112,1.1096,-0.024
1113,1.1108,-0.012
1114,1.112,0.01
1115,1.1132,-0.002
1116,1.1145,0.01
1117,1.1157,-0.014
1118,1.1169,-0.012
1119,1.1181,0.01
1120,1.1194,-0.012
1121,1.1206,-0.002
1122,1.1218,-0.002
1123,1.123,0.01
1124,1.1242,0.01
1125,1.1255,0.01
1126,1.1267,0.02
1127,1.1279,0.02
1128,1.1291,-0.012
1129,1.1304,-0.002
1130,1.1316,-0.002
1131,1.1328,-0.002
1132,1.134,-0.012
1133,1.1352,0.02
1134,1.1365,0.02
1135,1.1377,-0.002
1136,1.1389,-0.002
1137,1.1401,-0.002
1138,1.1414,0.02
1139,1.1426,0.01
1140,1.1438,-0.002
1141,1.145,0.02
1142,1.1463,-0.012
1143,1.1475,0.01
1144,1.1487,0.01
1145,1.1499,-0.012
1146,1.1511,0.01
1147,1.1524,-0.024
1148,1.1532,0.01
1149,1.1539,-0.012
1150,1.1547,0.02
1151,1.1555,-0.012
1152,1.1563,-0.024
1153,1.157,0.01
1154,1.1578,-0.002
1155,1.1586,-0.002
1156,1.1594,-0.002
1157,1.1602,-0.014
1158,1.1609,-0.002
1159,1.1617,0.02
1160,1.1625,0.01
1161,1.1633,-0.002
1162,1.1641,0.01
1163,1.1648,-0.002
1164,1.1656,-0.012
1165,1.1664,0.01
1166,1.1672,-0.002
1167,1.168,-0.002
1168,1.1687,-0.002
1169,1.1695,-0.014
1170,1.1703,-0.014
1171,1.1711,0.01
1172,1.1718,0.02
1173,1.1726,0.02
1174,1.1734,0.02
1175,1.1742,-0.002
1176,1.175,-0.024
1177,1.1757,-0.002
1178,1.1765,0.01
1179,1.1773,0.01
1180,1.1781,-0.012
1181,1.1789,0.01
1182,1.1796,-0.002
1183,1.1804,-0.002
1184,1.1812,0.01
1185,1.182,-0.002
1186,1.1828,0.01
1187,1.1835,0.02
1188,1.1843,0.02
1189,1.1851,0.02
1190,1.1859,0.01
